direction,bnss_section_id,bnss_title,crpc_section_id,crpc_title,bridge_kind,mapping_note
crpc_to_bnss,273,"If, in any case instituted upon complaint or upon information given to a",250,"Compensation for accusation withou t reasonable cause .—(1) If, in any case instituted upon complaint",auto,"shared_keywords=['case', 'complaint', 'instituted']; title_jaccard=0.30"
bnss_to_crpc,274,When in a summons-case the accused appears or is brought before the,226,Opening case for prosecution. —When the accused appears or is brought before the Court i n,auto,"shared_keywords=['accused', 'appears', 'before', 'brought', 'case']; title_jaccard=0.62"
crpc_to_bnss,274,When in a summons-case the accused appears or is brought before the,226,Opening case for prosecution. —When the accused appears or is brought before the Court i n,auto,"shared_keywords=['accused', 'appears', 'before', 'brought', 'case']; title_jaccard=0.62"
bnss_to_crpc,275,"If the accused pleads guilty, the Magistrate shall record the plea as nearly as",252,"Conviction on plea of guilty .—If the accused pleads guilty, the Magistrate shall record the plea as nearly",auto,"shared_keywords=['accused', 'guilty', 'magistrate', 'nearly', 'plea', 'pleads', 'record']; title_jaccard=0.88"
crpc_to_bnss,275,"If the accused pleads guilty, the Magistrate shall record the plea as nearly as",252,"Conviction on plea of guilty .—If the accused pleads guilty, the Magistrate shall record the plea as nearly",auto,"shared_keywords=['accused', 'guilty', 'magistrate', 'nearly', 'plea', 'pleads', 'record']; title_jaccard=0.88"
bnss_to_crpc,277,If the Magistrate does not convict the accused under section 275 or,254,Procedure when not convicted .—(1) If the Magistrate does not convict the accused under section 252 or,auto,"shared_keywords=['accused', 'convict', 'does', 'magistrate']; title_jaccard=0.80"
crpc_to_bnss,277,If the Magistrate does not convict the accused under section 275 or,254,Procedure when not convicted .—(1) If the Magistrate does not convict the accused under section 252 or,auto,"shared_keywords=['accused', 'convict', 'does', 'magistrate']; title_jaccard=0.80"
bnss_to_crpc,278,"If the Magistrate, upon taking the evidence referred to in section 277 and",245,"When accused shall be discharged .—(1) If, upon taking all the evidence referred to in section 244, the",auto,"shared_keywords=['evidence', 'referred', 'taking']; title_jaccard=0.50"
crpc_to_bnss,278,"If the Magistrate, upon taking the evidence referred to in section 277 and",245,"When accused shall be discharged .—(1) If, upon taking all the evidence referred to in section 244, the",auto,"shared_keywords=['evidence', 'referred', 'taking']; title_jaccard=0.50"
bnss_to_crpc,280,"If a complainant, at any time before a final order is passed in any case under this",257,"Withdrawal of complaint .—If a complainant, at any time before a final order is passed in any case under",auto,"shared_keywords=['before', 'case', 'complainant', 'final', 'passed', 'time']; title_jaccard=0.75"
crpc_to_bnss,280,"If a complainant, at any time before a final order is passed in any case under this",257,"Withdrawal of complaint .—If a complainant, at any time before a final order is passed in any case under",auto,"shared_keywords=['before', 'case', 'complainant', 'final', 'passed', 'time']; title_jaccard=0.75"
bnss_to_crpc,281,"In any summons-case instituted otherwise than upon complaint, a Magistrate of",258,Power to stop proceedings in certain cases .—In any summons -case instituted otherwise than upon,auto,"shared_keywords=['case', 'instituted', 'otherwise', 'summons', 'than']; title_jaccard=0.45"
crpc_to_bnss,281,"In any summons-case instituted otherwise than upon complaint, a Magistrate of",258,Power to stop proceedings in certain cases .—In any summons -case instituted otherwise than upon,auto,"shared_keywords=['case', 'instituted', 'otherwise', 'summons', 'than']; title_jaccard=0.45"
bnss_to_crpc,282,When in the course of the trial of a summons-case relating to an offence punishable,259,Power of Court to convert summons-cases into warrant -cases.—When in the course of the trial of a,auto,"shared_keywords=['course', 'summons', 'trial']; title_jaccard=0.30"
crpc_to_bnss,282,When in the course of the trial of a summons-case relating to an offence punishable,259,Power of Court to convert summons-cases into warrant -cases.—When in the course of the trial of a,auto,"shared_keywords=['course', 'summons', 'trial']; title_jaccard=0.30"
bnss_to_crpc,283,Notwithstanding anything contained in this Sanhita,260,Power to try summarily.—(1) Notwithstanding anything contained in this Code,auto,"shared_keywords=['anything', 'contained', 'notwithstanding']; title_jaccard=0.60"
crpc_to_bnss,283,Notwithstanding anything contained in this Sanhita,260,Power to try summarily.—(1) Notwithstanding anything contained in this Code,auto,"shared_keywords=['anything', 'contained', 'notwithstanding']; title_jaccard=0.60"
bnss_to_crpc,284,The High Court may confer on any Magistrate invested with the powers of a,261,Summary trial by Magistrate of the second class .—The High Court may confer on any Magistrate,auto,"shared_keywords=['confer', 'high', 'magistrate']; title_jaccard=0.38"
crpc_to_bnss,284,The High Court may confer on any Magistrate invested with the powers of a,261,Summary trial by Magistrate of the second class .—The High Court may confer on any Magistrate,auto,"shared_keywords=['confer', 'high', 'magistrate']; title_jaccard=0.38"
bnss_to_crpc,285,"In trials under this Chapter, the procedure specified in this Sanhita for the trial",262,"Procedure for summa ry trials.—(1) In trials under this Chapter, the procedure specified in this Code for",auto,"shared_keywords=['chapter', 'specified', 'trials']; title_jaccard=0.50"
crpc_to_bnss,285,"In trials under this Chapter, the procedure specified in this Sanhita for the trial",262,"Procedure for summa ry trials.—(1) In trials under this Chapter, the procedure specified in this Code for",auto,"shared_keywords=['chapter', 'specified', 'trials']; title_jaccard=0.50"
bnss_to_crpc,286,"In every case tried summarily, the Magistrate shall enter, in such form as the",263,"Record in summary trials.—In every case tried summarily, the Magistrate shall enter, in such form as the",auto,"shared_keywords=['case', 'enter', 'form', 'magistrate', 'summarily', 'tried']; title_jaccard=0.67"
crpc_to_bnss,286,"In every case tried summarily, the Magistrate shall enter, in such form as the",263,"Record in summary trials.—In every case tried summarily, the Magistrate shall enter, in such form as the",auto,"shared_keywords=['case', 'enter', 'form', 'magistrate', 'summarily', 'tried']; title_jaccard=0.67"
bnss_to_crpc,287,"In every case tried summarily in which the accused does not plead guilty, the",264,Judgment in cases tried summarily .—In every case tried summarily in which the accused does not plead,auto,"shared_keywords=['accused', 'case', 'does', 'plead', 'summarily', 'tried']; title_jaccard=0.67"
crpc_to_bnss,287,"In every case tried summarily in which the accused does not plead guilty, the",264,Judgment in cases tried summarily .—In every case tried summarily in which the accused does not plead,auto,"shared_keywords=['accused', 'case', 'does', 'plead', 'summarily', 'tried']; title_jaccard=0.67"
bnss_to_crpc,288,Every such record and judgment shall be written in the language of the Court,265,Language of record and judgment .—(1) Every such record and judgment shall be written in the,auto,"shared_keywords=['judgment', 'language', 'record', 'written']; title_jaccard=1.00"
crpc_to_bnss,288,Every such record and judgment shall be written in the language of the Court,265,Language of record and judgment .—(1) Every such record and judgment shall be written in the,auto,"shared_keywords=['judgment', 'language', 'record', 'written']; title_jaccard=1.00"
bnss_to_crpc,289,This Chapter shall apply in respect of an accused against whom,265a,Application of the Chapter.—(1) This Chapter shall apply in respect of an accused against whom,auto,"shared_keywords=['accused', 'against', 'apply', 'chapter', 'respect']; title_jaccard=0.83"
crpc_to_bnss,289,This Chapter shall apply in respect of an accused against whom,265a,Application of the Chapter.—(1) This Chapter shall apply in respect of an accused against whom,auto,"shared_keywords=['accused', 'against', 'apply', 'chapter', 'respect']; title_jaccard=0.83"
bnss_to_crpc,290,A person accused of an offence may file an application for plea bargaining,265b,Application for plea bargaining .—(1) A person accused of an offence may file an application for plea,auto,"shared_keywords=['accused', 'application', 'bargaining', 'file', 'offence', 'plea']; title_jaccard=1.00"
crpc_to_bnss,290,A person accused of an offence may file an application for plea bargaining,265b,Application for plea bargaining .—(1) A person accused of an offence may file an application for plea,auto,"shared_keywords=['accused', 'application', 'bargaining', 'file', 'offence', 'plea']; title_jaccard=1.00"
bnss_to_crpc,291,In working out a mutually satisfactory disposition under clause ( a) of,265c,Guidelines for mutual ly satisfactory disposition .—In working out a mutually satisfactory disposition,auto,"shared_keywords=['disposition', 'mutually', 'satisfactory', 'working']; title_jaccard=0.57"
crpc_to_bnss,291,In working out a mutually satisfactory disposition under clause ( a) of,265c,Guidelines for mutual ly satisfactory disposition .—In working out a mutually satisfactory disposition,auto,"shared_keywords=['disposition', 'mutually', 'satisfactory', 'working']; title_jaccard=0.57"
bnss_to_crpc,293,Where a satisfactory disposition of the case has been worked out under,265e,Disposal of the case .—Where a satisfactory disposition of the case has been worked out under,auto,"shared_keywords=['case', 'disposition', 'satisfactory', 'worked']; title_jaccard=0.80"
crpc_to_bnss,293,Where a satisfactory disposition of the case has been worked out under,265e,Disposal of the case .—Where a satisfactory disposition of the case has been worked out under,auto,"shared_keywords=['case', 'disposition', 'satisfactory', 'worked']; title_jaccard=0.80"
bnss_to_crpc,294,The Court shall deliver its judgment in terms of section 293 in the open Court and,265f,Judgment of the Court .—The Court shall deliver its judgment in terms of section 265E in the open,auto,"shared_keywords=['deliver', 'judgment', 'open', 'terms']; title_jaccard=1.00"
crpc_to_bnss,294,The Court shall deliver its judgment in terms of section 293 in the open Court and,265f,Judgment of the Court .—The Court shall deliver its judgment in terms of section 265E in the open,auto,"shared_keywords=['deliver', 'judgment', 'open', 'terms']; title_jaccard=1.00"
bnss_to_crpc,295,The judgment delivered by the Court under this section shall be final and no,265g,Finality of the judgment .—The judgment delivered by the Court under section 265G shall be final and,auto,"shared_keywords=['delivered', 'final', 'judgment']; title_jaccard=0.75"
crpc_to_bnss,295,The judgment delivered by the Court under this section shall be final and no,265g,Finality of the judgment .—The judgment delivered by the Court under section 265G shall be final and,auto,"shared_keywords=['delivered', 'final', 'judgment']; title_jaccard=0.75"
bnss_to_crpc,296,"A Court shall have, for the purposes of discharging its functions under this",265h,"Power of the Court in plea bargaining .—A Court shall have, for the purposes of discharging its",auto,"shared_keywords=['discharging', 'purposes']; title_jaccard=0.40"
crpc_to_bnss,296,"A Court shall have, for the purposes of discharging its functions under this",265h,"Power of the Court in plea bargaining .—A Court shall have, for the purposes of discharging its",auto,"shared_keywords=['discharging', 'purposes']; title_jaccard=0.40"
bnss_to_crpc,298,The provisions of this Chapter shall have effect notwithstanding anything,265j,Savings .—The provisions of this Chapter shall have effect notwithstanding anything incons istent,auto,"shared_keywords=['anything', 'chapter', 'effect', 'notwithstanding', 'provisions']; title_jaccard=0.62"
crpc_to_bnss,298,The provisions of this Chapter shall have effect notwithstanding anything,265j,Savings .—The provisions of this Chapter shall have effect notwithstanding anything incons istent,auto,"shared_keywords=['anything', 'chapter', 'effect', 'notwithstanding', 'provisions']; title_jaccard=0.62"
bnss_to_crpc,299,"Notwithstanding anything contained in any law for the time being in force, the",265k,Statements of accused not to be used .—Notwithstanding anything contained in any law for the time,auto,"shared_keywords=['anything', 'contained', 'notwithstanding', 'time']; title_jaccard=0.50"
crpc_to_bnss,299,"Notwithstanding anything contained in any law for the time being in force, the",265k,Statements of accused not to be used .—Notwithstanding anything contained in any law for the time,auto,"shared_keywords=['anything', 'contained', 'notwithstanding', 'time']; title_jaccard=0.50"
bnss_to_crpc,300,Nothing in this Chapter shall apply to any juvenile or child as defined in section 2,265l,Non -application of the Chapter .—Nothing in thi s Chapter shall apply to any juvenile or child as,auto,"shared_keywords=['apply', 'chapter', 'child', 'juvenile', 'nothing']; title_jaccard=0.71"
crpc_to_bnss,300,Nothing in this Chapter shall apply to any juvenile or child as defined in section 2,265l,Non -application of the Chapter .—Nothing in thi s Chapter shall apply to any juvenile or child as,auto,"shared_keywords=['apply', 'chapter', 'child', 'juvenile', 'nothing']; title_jaccard=0.71"
bnss_to_crpc,301,"In this Chapter,",266,"Definitions.—In this Chapter,",auto,shared_keywords=['chapter']; title_jaccard=0.50
crpc_to_bnss,301,"In this Chapter,",266,"Definitions.—In this Chapter,",auto,shared_keywords=['chapter']; title_jaccard=0.50
bnss_to_crpc,303,"The State Government or the Central Government, as the case may be, may, at",434,Concurrent power of Central Government in case of death sentences. —The powers conferred by,auto,"shared_keywords=['case', 'central', 'government']; title_jaccard=0.38"
crpc_to_bnss,303,"The State Government or the Central Government, as the case may be, may, at",434,Concurrent power of Central Government in case of death sentences. —The powers conferred by,auto,"shared_keywords=['case', 'central', 'government']; title_jaccard=0.38"
bnss_to_crpc,305,"Subject to the provisions of section 304, the officer in charge of the prison shall,",270,"Prisoner to be brought to Court in custody. —Subject to the provisions of section 269, the officer in",auto,"shared_keywords=['officer', 'provisions', 'subject']; title_jaccard=0.38"
crpc_to_bnss,305,"Subject to the provisions of section 304, the officer in charge of the prison shall,",270,"Prisoner to be brought to Court in custody. —Subject to the provisions of section 269, the officer in",auto,"shared_keywords=['officer', 'provisions', 'subject']; title_jaccard=0.38"
bnss_to_crpc,309,"In all summons-cases tried before a Magistrate, in all inquiries under sections",274,"Record in summons-cases and inquiries. —(1) In all summons -cases tried before a Magistrate, in all",auto,"shared_keywords=['before', 'cases', 'inquiries', 'magistrate', 'summons', 'tried']; title_jaccard=0.75"
crpc_to_bnss,309,"In all summons-cases tried before a Magistrate, in all inquiries under sections",274,"Record in summons-cases and inquiries. —(1) In all summons -cases tried before a Magistrate, in all",auto,"shared_keywords=['before', 'cases', 'inquiries', 'magistrate', 'summons', 'tried']; title_jaccard=0.75"
bnss_to_crpc,310,"In all warrant-cases tried before a Magistrate, the evidence of each witness",275,"Record in warrant -cases.—(1) In all warrant-cases tried before a Magistrate, the evidence of each witness",auto,"shared_keywords=['before', 'cases', 'each', 'evidence', 'magistrate', 'tried', 'warrant', 'witness']; title_jaccard=0.89"
crpc_to_bnss,310,"In all warrant-cases tried before a Magistrate, the evidence of each witness",275,"Record in warrant -cases.—(1) In all warrant-cases tried before a Magistrate, the evidence of each witness",auto,"shared_keywords=['before', 'cases', 'each', 'evidence', 'magistrate', 'tried', 'warrant', 'witness']; title_jaccard=0.89"
bnss_to_crpc,311,"In all trials before a Court of Session, the evidence of each witness shall, as",276,"Record in trial before Court of Session. —(1) In all trials before a Court of Session, the evidence of each",auto,"shared_keywords=['before', 'each', 'evidence', 'session', 'trials']; title_jaccard=0.62"
crpc_to_bnss,311,"In all trials before a Court of Session, the evidence of each witness shall, as",276,"Record in trial before Court of Session. —(1) In all trials before a Court of Session, the evidence of each",auto,"shared_keywords=['before', 'each', 'evidence', 'session', 'trials']; title_jaccard=0.62"
bnss_to_crpc,312,"In every case where evidence is taken down under sections 310 or 311,",277,Language o f record of evidence. —In every case where evide nce is taken down under section 275 or,auto,"shared_keywords=['case', 'down', 'evidence', 'taken']; title_jaccard=0.50"
crpc_to_bnss,312,"In every case where evidence is taken down under sections 310 or 311,",277,Language o f record of evidence. —In every case where evide nce is taken down under section 275 or,auto,"shared_keywords=['case', 'down', 'evidence', 'taken']; title_jaccard=0.50"
bnss_to_crpc,313,As the evidence of each witness taken under section 310 or section 311 is,278,Procedure in regard to such evidence when completed. —(1) As the evidence of each witness taken,auto,"shared_keywords=['each', 'evidence', 'taken', 'witness']; title_jaccard=0.67"
crpc_to_bnss,313,As the evidence of each witness taken under section 310 or section 311 is,278,Procedure in regard to such evidence when completed. —(1) As the evidence of each witness taken,auto,"shared_keywords=['each', 'evidence', 'taken', 'witness']; title_jaccard=0.67"
bnss_to_crpc,314,"Whenever any evidence is given in a language not understood by the accused,",279,Interpretation of evidence to accused or his pleader. —(1) Whenever any evidence is given in a language,auto,"shared_keywords=['accused', 'evidence', 'given', 'language', 'whenever']; title_jaccard=0.62"
crpc_to_bnss,314,"Whenever any evidence is given in a language not understood by the accused,",279,Interpretation of evidence to accused or his pleader. —(1) Whenever any evidence is given in a language,auto,"shared_keywords=['accused', 'evidence', 'given', 'language', 'whenever']; title_jaccard=0.62"
bnss_to_crpc,315,"When a presiding Judge or Magistrate has recorded the evidence of a witness,",280,Remarks respecting demeanour of witness. —When a presiding Judge or Magistrate has recorded the,auto,"shared_keywords=['judge', 'magistrate', 'presiding', 'recorded', 'witness']; title_jaccard=0.56"
crpc_to_bnss,315,"When a presiding Judge or Magistrate has recorded the evidence of a witness,",280,Remarks respecting demeanour of witness. —When a presiding Judge or Magistrate has recorded the,auto,"shared_keywords=['judge', 'magistrate', 'presiding', 'recorded', 'witness']; title_jaccard=0.56"
bnss_to_crpc,317,When the services of an interpreter are required by any Criminal Court for the,282,Interpreter to be bound to interpret truthfully. —When the services of an interpreter are required,auto,"shared_keywords=['interpreter', 'required', 'services']; title_jaccard=0.43"
crpc_to_bnss,317,When the services of an interpreter are required by any Criminal Court for the,282,Interpreter to be bound to interpret truthfully. —When the services of an interpreter are required,auto,"shared_keywords=['interpreter', 'required', 'services']; title_jaccard=0.43"
bnss_to_crpc,318,"Every High Court may, by general rule, prescribe the manner in which the evidence",283,"Record in High Court.—Every High Court may, by general rule, prescribe the manner in which the",auto,"shared_keywords=['general', 'high', 'manner', 'prescribe', 'rule']; title_jaccard=0.71"
crpc_to_bnss,318,"Every High Court may, by general rule, prescribe the manner in which the evidence",283,"Record in High Court.—Every High Court may, by general rule, prescribe the manner in which the",auto,"shared_keywords=['general', 'high', 'manner', 'prescribe', 'rule']; title_jaccard=0.71"
bnss_to_crpc,319,"Whenever, in the course of any inquiry, trial or other proceeding under this",267,"Power to require attendance of prisoners. —(1) Whenever, in the course of an inquiry, trial or",auto,"shared_keywords=['course', 'inquiry', 'trial', 'whenever']; title_jaccard=0.50"
crpc_to_bnss,319,"Whenever, in the course of any inquiry, trial or other proceeding under this",267,"Power to require attendance of prisoners. —(1) Whenever, in the course of an inquiry, trial or",auto,"shared_keywords=['course', 'inquiry', 'trial', 'whenever']; title_jaccard=0.50"
bnss_to_crpc,320,"If the witness is within the territories to which this Sanhita extends, the",285,Commission to whom to be issued. —(1) If the witness is within the territories to which this Code,auto,"shared_keywords=['territories', 'within', 'witness']; title_jaccard=0.43"
crpc_to_bnss,320,"If the witness is within the territories to which this Sanhita extends, the",285,Commission to whom to be issued. —(1) If the witness is within the territories to which this Code,auto,"shared_keywords=['territories', 'within', 'witness']; title_jaccard=0.43"
bnss_to_crpc,321,"Upon receipt of the commission, the Chief Judicial Magistrate or Judicial Magistrate",286,"Execution of commi ssions.—Upon receipt of the commission, the Chief Metropolitan Magistrate, or",auto,"shared_keywords=['chief', 'commission', 'magistrate', 'receipt']; title_jaccard=0.44"
crpc_to_bnss,321,"Upon receipt of the commission, the Chief Judicial Magistrate or Judicial Magistrate",286,"Execution of commi ssions.—Upon receipt of the commission, the Chief Metropolitan Magistrate, or",auto,"shared_keywords=['chief', 'commission', 'magistrate', 'receipt']; title_jaccard=0.44"
bnss_to_crpc,323,"After any commission issued under section 310 has been duly executed, it",288,"Return of commission. —(1) After any commission issued under section 284 has been duly executed, it",auto,"shared_keywords=['after', 'commission', 'duly', 'executed', 'issued']; title_jaccard=0.83"
crpc_to_bnss,323,"After any commission issued under section 310 has been duly executed, it",288,"Return of commission. —(1) After any commission issued under section 284 has been duly executed, it",auto,"shared_keywords=['after', 'commission', 'duly', 'executed', 'issued']; title_jaccard=0.83"
bnss_to_crpc,324,"In every case in which a commission is issued under section 319, the inquiry, trial",289,"Adjournment of proceeding. —In every case in which a commission is issued under section 284, the",auto,"shared_keywords=['case', 'commission', 'issued']; title_jaccard=0.43"
crpc_to_bnss,324,"In every case in which a commission is issued under section 319, the inquiry, trial",289,"Adjournment of proceeding. —In every case in which a commission is issued under section 284, the",auto,"shared_keywords=['case', 'commission', 'issued']; title_jaccard=0.43"
bnss_to_crpc,325,The provisions of section 321 and so much of section 322 and section 323 as,290,Execution of foreign commissions.—(1) The provisions of section 286 and so much of section 287 and,auto,"shared_keywords=['much', 'provisions']; title_jaccard=0.40"
crpc_to_bnss,325,The provisions of section 321 and so much of section 322 and section 323 as,290,Execution of foreign commissions.—(1) The provisions of section 286 and so much of section 287 and,auto,"shared_keywords=['much', 'provisions']; title_jaccard=0.40"
bnss_to_crpc,326,"The deposition of civil surgeon or other medical witness, taken and attested",291,"Deposition of medical witness. —(1) The deposition of civil surgeon or other medical witness, taken and",auto,"shared_keywords=['civil', 'deposition', 'medical', 'surgeon', 'taken', 'witness']; title_jaccard=0.86"
crpc_to_bnss,326,"The deposition of civil surgeon or other medical witness, taken and attested",291,"Deposition of medical witness. —(1) The deposition of civil surgeon or other medical witness, taken and",auto,"shared_keywords=['civil', 'deposition', 'medical', 'surgeon', 'taken', 'witness']; title_jaccard=0.86"
bnss_to_crpc,327,Any document purporting to be a report of identification under the hand of,292,Evidence of officers of the Mint. —(1) Any document purporting to be a report under the hand of any,auto,"shared_keywords=['document', 'hand', 'purporting', 'report']; title_jaccard=0.50"
crpc_to_bnss,327,Any document purporting to be a report of identification under the hand of,292,Evidence of officers of the Mint. —(1) Any document purporting to be a report under the hand of any,auto,"shared_keywords=['document', 'hand', 'purporting', 'report']; title_jaccard=0.50"
bnss_to_crpc,329,Any document purporting to be a report under the hand of a Government,293,Reports of certain Government scientific experts. —(1) Any document purporting to be a report under,auto,"shared_keywords=['document', 'government', 'purporting', 'report']; title_jaccard=0.44"
crpc_to_bnss,329,Any document purporting to be a report under the hand of a Government,293,Reports of certain Government scientific experts. —(1) Any document purporting to be a report under,auto,"shared_keywords=['document', 'government', 'purporting', 'report']; title_jaccard=0.44"
bnss_to_crpc,330,Where any document is filed before any Court by the prosecution or the,294,No formal proof of certain documents. —(1) Where any document is filed before any Court by th e,auto,"shared_keywords=['before', 'document', 'filed']; title_jaccard=0.38"
crpc_to_bnss,330,Where any document is filed before any Court by the prosecution or the,294,No formal proof of certain documents. —(1) Where any document is filed before any Court by th e,auto,"shared_keywords=['before', 'document', 'filed']; title_jaccard=0.38"
bnss_to_crpc,332,The evidence of any person whose evidence is of a formal character may be,296,Evidence of formal character on affidavit. —(1) The evidence of any person whose evidence is of a,auto,"shared_keywords=['character', 'evidence', 'formal']; title_jaccard=0.75"
crpc_to_bnss,332,The evidence of any person whose evidence is of a formal character may be,296,Evidence of formal character on affidavit. —(1) The evidence of any person whose evidence is of a,auto,"shared_keywords=['character', 'evidence', 'formal']; title_jaccard=0.75"
bnss_to_crpc,333,Affidavits to be used before any Court under this Sanhita may be sworn or,297,Authorities before whom affidavits may be sworn. —(1) Affidavits to be used before any Court under,auto,"shared_keywords=['affidavits', 'before', 'sworn', 'used']; title_jaccard=0.67"
crpc_to_bnss,333,Affidavits to be used before any Court under this Sanhita may be sworn or,297,Authorities before whom affidavits may be sworn. —(1) Affidavits to be used before any Court under,auto,"shared_keywords=['affidavits', 'before', 'sworn', 'used']; title_jaccard=0.67"
bnss_to_crpc,334,"In any inquiry, trial or other proceeding under this Sanhita, a previous conviction",298,"Previous conviction or acquittal how proved. —In any inquiry, trial or other proceeding under this Code,",auto,"shared_keywords=['conviction', 'inquiry', 'previous', 'proceeding', 'trial']; title_jaccard=0.62"
crpc_to_bnss,334,"In any inquiry, trial or other proceeding under this Sanhita, a previous conviction",298,"Previous conviction or acquittal how proved. —In any inquiry, trial or other proceeding under this Code,",auto,"shared_keywords=['conviction', 'inquiry', 'previous', 'proceeding', 'trial']; title_jaccard=0.62"
bnss_to_crpc,335,"If it is proved that an accused person has absconded, and that there is no",299,"Record of evidence in absence of accused. —(1) If it is proved that an accused person has absconded, and",auto,"shared_keywords=['absconded', 'accused', 'proved']; title_jaccard=0.43"
crpc_to_bnss,335,"If it is proved that an accused person has absconded, and that there is no",299,"Record of evidence in absence of accused. —(1) If it is proved that an accused person has absconded, and",auto,"shared_keywords=['absconded', 'accused', 'proved']; title_jaccard=0.43"
bnss_to_crpc,338,The Public Prosecutor or Assistant Public Prosecutor in charge of a case may,301,Appearance by Public Prosecutors .—(1) The Public Prosecutor or Assistant Public Prosecutor in charge,auto,"shared_keywords=['assistant', 'charge', 'prosecutor', 'public']; title_jaccard=0.57"
crpc_to_bnss,338,The Public Prosecutor or Assistant Public Prosecutor in charge of a case may,301,Appearance by Public Prosecutors .—(1) The Public Prosecutor or Assistant Public Prosecutor in charge,auto,"shared_keywords=['assistant', 'charge', 'prosecutor', 'public']; title_jaccard=0.57"
bnss_to_crpc,339,Any Magistrate inquiring into or trying a case may permit the prosecution to,302,Permission to conduct prosecution .—(1) Any Magistrate inquiring into or trying a case may permit the,auto,"shared_keywords=['case', 'inquiring', 'magistrate', 'permit', 'prosecution', 'trying']; title_jaccard=0.75"
crpc_to_bnss,339,Any Magistrate inquiring into or trying a case may permit the prosecution to,302,Permission to conduct prosecution .—(1) Any Magistrate inquiring into or trying a case may permit the,auto,"shared_keywords=['case', 'inquiring', 'magistrate', 'permit', 'prosecution', 'trying']; title_jaccard=0.75"
bnss_to_crpc,340,"Any person accused of an offence before a Criminal Court, or against whom",196,Prosecution for offences against the State and for criminal conspiracy to commit such offence. —(1),auto,"shared_keywords=['against', 'criminal', 'offence']; title_jaccard=0.30"
crpc_to_bnss,340,"Any person accused of an offence before a Criminal Court, or against whom",196,Prosecution for offences against the State and for criminal conspiracy to commit such offence. —(1),auto,"shared_keywords=['against', 'criminal', 'offence']; title_jaccard=0.30"
bnss_to_crpc,341,"Where, in a trial or appeal before a Court, the accused is not represented by",304,"Legal aid to accused at State expense in certain cases.—(1) Where, in a trial before the Court of Session,",auto,"shared_keywords=['accused', 'before', 'trial']; title_jaccard=0.27"
crpc_to_bnss,341,"Where, in a trial or appeal before a Court, the accused is not represented by",304,"Legal aid to accused at State expense in certain cases.—(1) Where, in a trial before the Court of Session,",auto,"shared_keywords=['accused', 'before', 'trial']; title_jaccard=0.27"
bnss_to_crpc,343,With a view to obtaining the evidence of any person supposed to have been,306,Tender of pardon to accomplice .—(1) With a view to obta ining the evidence of any person supposed to,auto,"shared_keywords=['evidence', 'supposed', 'view']; title_jaccard=0.33"
crpc_to_bnss,343,With a view to obtaining the evidence of any person supposed to have been,306,Tender of pardon to accomplice .—(1) With a view to obta ining the evidence of any person supposed to,auto,"shared_keywords=['evidence', 'supposed', 'view']; title_jaccard=0.33"
bnss_to_crpc,344,"At any time after commitment of a case but before judgment is passed, the Court",307,Power to direct tender of pardon .—At any time after commitment of a ca se but before judgment is,auto,"shared_keywords=['after', 'before', 'commitment', 'judgment', 'time']; title_jaccard=0.50"
crpc_to_bnss,344,"At any time after commitment of a case but before judgment is passed, the Court",307,Power to direct tender of pardon .—At any time after commitment of a ca se but before judgment is,auto,"shared_keywords=['after', 'before', 'commitment', 'judgment', 'time']; title_jaccard=0.50"
bnss_to_crpc,346,In every inquiry or trial the proceedings shall be continued from day-to-day,309,Power to postpone or adjourn proceedings .—1[(1) In every inquiry or trial the proceedings shall be,auto,"shared_keywords=['inquiry', 'proceedings', 'trial']; title_jaccard=0.50"
crpc_to_bnss,346,In every inquiry or trial the proceedings shall be continued from day-to-day,309,Power to postpone or adjourn proceedings .—1[(1) In every inquiry or trial the proceedings shall be,auto,"shared_keywords=['inquiry', 'proceedings', 'trial']; title_jaccard=0.50"
bnss_to_crpc,347,"Any Judge or Magistrate may, at any stage of any inquiry, trial or other",310,"Local inspection.—(1) Any Judge or Magistrate may, at any stage of any inquiry, trial or other proceeding,",auto,"shared_keywords=['inquiry', 'judge', 'magistrate', 'stage', 'trial']; title_jaccard=0.62"
crpc_to_bnss,347,"Any Judge or Magistrate may, at any stage of any inquiry, trial or other",310,"Local inspection.—(1) Any Judge or Magistrate may, at any stage of any inquiry, trial or other proceeding,",auto,"shared_keywords=['inquiry', 'judge', 'magistrate', 'stage', 'trial']; title_jaccard=0.62"
bnss_to_crpc,350,"Subject to any rules made by the State Government, any Criminal Court may, if it",312,"Expenses of complainants and witnesses. —Subject to any rules made by the State Government, any",auto,"shared_keywords=['government', 'made', 'rules', 'state', 'subject']; title_jaccard=0.56"
crpc_to_bnss,350,"Subject to any rules made by the State Government, any Criminal Court may, if it",312,"Expenses of complainants and witnesses. —Subject to any rules made by the State Government, any",auto,"shared_keywords=['government', 'made', 'rules', 'state', 'subject']; title_jaccard=0.56"
bnss_to_crpc,351,"In every inquiry or trial, for the purpose of enabling the accused personally",313,"Power to examine the accused. —(1) In every inquiry or trial, for the purpose of enabling the accused",auto,"shared_keywords=['accused', 'enabling', 'inquiry', 'purpose', 'trial']; title_jaccard=0.71"
