direction,bns_section_id,bns_title,ipc_section_id,ipc_title,bridge_kind,mapping_note
ipc_to_bns,175,False statement in connection with an election.,171g,False statement in connection with an election,auto,"matched via content overlap: connection, election, false"
ipc_to_bns,176,Illegal payments in connection with an election.,171h,Illegal payments in connection with elections,auto,"matched via content overlap: connection, election, illegal"
ipc_to_bns,177,Failure to keep election accounts.,171i,Failure to keep election accounts,auto,"matched via content overlap: account, election, failure"
ipc_to_bns,206,Absconding to avoid service of summons or other proceeding.,172,Absconding to avoid service of summons or other proceeding from a public servant,auto,"matched via content overlap: abscond, avoid, proceed"
ipc_to_bns,207,"Preventing service of summons or other proceeding, or preventing publication thereof.",173,"Preventing the service or The affixing of any summons of notice, or the removal of it when it has been affixed, or preventing a reclamation",auto,"matched via content overlap: prevent, service, summon"
ipc_to_bns,68,Sexual intercourse by a person in authority.,174,"Not obeying a legal order to attend at a certain place in person or by agent, or departing therefrom without authority",auto,matched via content overlap: authority
ipc_to_bns,199,Public servant disobeying direction under law,174a,Failure to appear at specified place and specified time as required by a proclamation published under Sub-Section 1 of section 82 of this Code,auto,"matched via content overlap: failure, specified"
ipc_to_bns,210,Omission to produce document or electronic record to public servant by person legally bound to produce it,175,Intentionally omitting to produce a document to a public servant by a person legally bound to produce deliver such document,auto,"matched via content overlap: bound, document, legally"
ipc_to_bns,211,Omission to give notice or information to public servant by person legally bound to give it.,176,Intentionally omitting to Give notice or information to a public servant by a person legally bound to Give such notice or information,auto,"matched via content overlap: bound, information, legally"
ipc_to_bns,212,Furnishing false information.,177,Knowingly furnishing false information to a public servant,auto,"matched via content overlap: false, furnish, information"
ipc_to_bns,213,Refusing oath or affirmation when duly required by public servant to make it.,178,Refusing oath when duly required to take oath by a public servant,auto,"matched via content overlap: duly, oath, refus"
ipc_to_bns,214,Refusing to answer public servant authorised to question.,179,"Being legally bound to state truth, and refusing to answer questions",auto,"matched via content overlap: answer, question, refus"
ipc_to_bns,137,Kidnapping.,18,“India”,auto,matched via content overlap: india
ipc_to_bns,215,Refusing to sign statement.,180,Refusing to sign statement made to a public servant when legally required to do so,auto,"matched via content overlap: refus, required, servant"
ipc_to_bns,216,False statement on oath or affirmation to public servant or person authorised to administer an oath or affirmation.,181,"Knowingly stating to a public servant, on oath as True that which is false",auto,"matched via content overlap: false, oath, servant"
ipc_to_bns,217,"False information, with intent to cause public servant to use his lawful power to injury of another person.",182,Giving false information to a public servant in order to cause him to use his lawful power to the injury or annoyance of any person,auto,"matched via content overlap: false, information, injury"
ipc_to_bns,218,Resistance to taking of property by lawful authority of a public servant.,183,Resistance to the taking of property by the lawful authority of a public servant,auto,"matched via content overlap: authority, lawful, property"
ipc_to_bns,219,Obstructing sale of property offered for sale by authority of public servant.,184,Obstructing sale of property offered for sale by authority of a public servant,auto,"matched via content overlap: authority, obstruct, offered"
ipc_to_bns,220,Illegal purchase or bid for property offered for sale by authority of public servant.,185,"Bidding, by a person under a legal incapacity to purchase it, for property at a lawfully authorized Sale, or bidding without intending to perform the obligations incurred thereby",auto,"matched via content overlap: bidd, property, purchase"
ipc_to_bns,221,Obstructing public servant in discharge of public functions.,186,Obstructing public servant in discharge of his public functions,auto,"matched via content overlap: discharge, function, obstruct"
ipc_to_bns,222,Omission to assist public servant when bound by law to give assistance.,187,Omission to assist public servant when bound by law to give such assistance,auto,"matched via content overlap: assist, assistance, bound"
ipc_to_bns,223,Disobedience to order duly promulgated by public servant.,188,"Disobedience to an order lawfully promulgated by a public servant, If such disobedience causes obstruction, annoyance or injury to persons lawfully employed",auto,"matched via content overlap: disobedience, lawfully, promulgated"
ipc_to_bns,198,"Public servant disobeying law, with intent to cause injury to any person.",189,"Threatening a public servant with injury to him or one in whom he is interested, to induce him to do or forbear to do any official act",auto,"matched via content overlap: injury, servant"
ipc_to_bns,2,Definitions,19,“Judge”,manual,manual mapping: IPC definition (judge) → BNS §2 Definitions
ipc_to_bns,225,Threat of injury to induce person to refrain from applying for protection to public servant.,190,Threatening any person to induce him to refrain From making a legal application for protection From injury,auto,"matched via content overlap: from, induce, injury"
ipc_to_bns,227,Giving false evidence.,191,give false evidence,auto,matched via shared concepts: false-evidence
ipc_to_bns,227,Giving false evidence.,192,Causes any circumstance to exist or makes any false entry in any book or record,auto,matched via shared concepts: false-evidence
ipc_to_bns,229,Punishment for false evidence.,193,Giving or fabricating false evidence in a judicial proceeding,auto,matched via shared concepts: false-evidence
ipc_to_bns,230,Giving or fabricating false evidence with intent to procure conviction of capital offence.,194,Giving or fabricating false evidence with intent to cause any person to be convicted of a capital offence,auto,matched via shared concepts: false-evidence
ipc_to_bns,231,Giving or fabricating false evidence with intent to procure conviction of offence punishable with imprisonment for life or imprisonment.,195,Giving or fabricating false evidence with intent to procure conviction of an offence punishable with imprisonment for life or with imprisonment for 7 Years or upwards,auto,matched via shared concepts: false-evidence
ipc_to_bns,232,Threatening any person to give false evidence,195a,Threatening any person to give false evidence,auto,matched via shared concepts: false-evidence
ipc_to_bns,233,Using evidence known to be false,196,Using in a judicial proceeding evidence known to be false or fabricated,auto,matched via shared concepts: false-evidence
ipc_to_bns,234,Issuing or signing false certificate.,197,Knowingly issuing or signing a false certificate relating to any fact of which such certificate is by law admissible in evidence,auto,matched via shared concepts: false-evidence
ipc_to_bns,235,Using as true a certificate known to be false.,198,Using as a true certificate one known to be false in a material point,auto,matched via shared concepts: false-evidence
ipc_to_bns,236,False statement made in declaration which is by law receivable as evidence,199,False statement made in any declaration which by law receivable as evidence,auto,matched via shared concepts: false-evidence
ipc_to_bns,2,Definitions,20,“Court of Justice”,manual,manual mapping: IPC definition (court of justice) → BNS §2 Definitions
ipc_to_bns,237,Using as true such declaration knowing it to be false,200,Using as true any such declaration known to be false,auto,"matched via content overlap: declaration, false, true"
ipc_to_bns,238,"Causing disappearance of evidence of offence, or giving false information to screen offender.",201,"Causing disappearance of evidence of an offence committed, or giving false information touching it to screen the offender, If a capital offence",auto,"matched via content overlap: disappearance, evidence, false"
ipc_to_bns,239,Intentional omission to give information of offence by person bound to inform.,202,Intentional omission to give information of an offence by a person legally bound to inform,auto,"matched via content overlap: bound, inform, information"
ipc_to_bns,240,Giving false information respecting an offence committed.,203,Giving false information respecting an offence committed,auto,"matched via content overlap: false, information, respect"
ipc_to_bns,241,Destruction of document or electronic record to prevent its production as evidence,204,Secreting or destroying any document to prevent its production as evidence,auto,"matched via content overlap: destroy, document, evidence"
ipc_to_bns,242,False personation for purpose of act or proceeding in suit or prosecution.,205,"False personation for the purpose of any act or proceeding in a suit or criminal prosecution, or for becoming bail or security",auto,"matched via content overlap: criminal, false, personation"
ipc_to_bns,243,Fraudulent removal or concealment of property to prevent its seizure as forfeited or in execution.,206,"Fraudulent removal or concealment, etc., of property to prevent its seizure as a forfeiture, or in satisfaction of a Fine under sentence, or in execution of a decree",auto,"matched via content overlap: concealment, execution, forfeiture"
ipc_to_bns,244,Fraudulent claim to property to prevent its seizure as forfeited or in execution.,207,"Claiming property without right, or practicing deception touching any right to it, to prevent its being taken as a forfeiture or in satisfaction of a Fine under sentence, or in execution of a decree",auto,"matched via content overlap: claim, execution, forfeiture"
ipc_to_bns,245,Fraudulently suffering decree for sum not due.,208,"Fraudulently suffering a decree to pass for a sum not due, or suffering decree to be executed after it has been satisfied",auto,"matched via content overlap: decree, fraudulently, suffer"
ipc_to_bns,246,Dishonestly making false claim in Court.,209,False claim in a court of Justice,auto,"matched via content overlap: claim, court, false"
ipc_to_bns,247,Fraudulently obtaining decree for sum not due.,210,"Fraudulently obtaining a decree for a sum not due, or causing a decree to be executed after it has been satisfied",auto,"matched via content overlap: decree, fraudulently, obtain"
ipc_to_bns,248,False charge of offence made with intent to injure.,211,False charge of offence made with intent to injure,auto,"matched via content overlap: charge, false, injure"
ipc_to_bns,54,Abettor present when offence is committed.,212,"Harbouring an offender, If the offence be capital",auto,matched via content overlap: offender
ipc_to_bns,250,"Taking gift, etc., to screen an offender from punishment.",213,"Taking gift, etc., to screen an offender from punishment, If the offence be capital",auto,"matched via content overlap: from, gift, offender"
ipc_to_bns,251,Offering gift or restoration of property in consideration of screening offender.,214,"Offering gift or restoration of property in consideration of screening offender, If the offence be capital",auto,"matched via content overlap: consideration, gift, offender"
ipc_to_bns,252,"Taking gift to help to recover stolen property, etc.",215,Taking gift to help to recover movable property of which a person has been deprived by an offence without causing apprehension of offender,auto,"matched via content overlap: gift, help, offender"
ipc_to_bns,253,Harbouring offender who has escaped from custody or whose apprehension has been ordered.,216,"Harbouring an offender who has escaped from custody, or whose apprehension has been ordered, If the offence be capital",auto,"matched via content overlap: apprehension, been, custody"
ipc_to_bns,254,Penalty for harbouring robbers or dacoits,216a,Harbouring robbers or dacoits,auto,"matched via content overlap: dacoit, harbour, robber"
ipc_to_bns,255,Public servant disobeying direction of law with intent to save person from punishment or property from forfeiture.,217,"Public servant disobeying a direction of law with intent to save person from punishment, or property from forfeiture",auto,"matched via content overlap: direction, disobey, forfeiture"
ipc_to_bns,256,Public servant framing incorrect record or writing with intent to save person from punishment or property from forfeiture.,218,"Public servant framing an incorrect record or writing with intent to save person from punishment, or property from forfeiture",auto,"matched via content overlap: forfeiture, fram, from"
ipc_to_bns,257,"Public servant in judicial proceeding corruptly making report, etc., contrary to law.",219,"Public servant in a judicial proceeding corruptly Making and pronouncing an order, report, Verdict, or decision which he knows to be contrary to law",auto,"matched via content overlap: contrary, corruptly, decision"
ipc_to_bns,317,Stolen property.,22,“Movable property”,auto,matched via content overlap: property
ipc_to_bns,258,Commitment for trial or confinement by person having authority who knows that he is acting contrary to law.,220,"Commitment for trial or confinement by a person Having authority, who Knows that he is Acting contrary to law",auto,"matched via content overlap: act, authority, commitment"
ipc_to_bns,259,Intentional omission to apprehend on part of public servant bound to apprehend.,221,"Intentional omission to apprehend on the part of a public servant bound by law to apprehend an offender, If the offence be Capital",auto,"matched via content overlap: apprehend, bound, intentional"
ipc_to_bns,260,Intentional omission to apprehend on part of public servant bound to apprehend person under sentence or lawfully committed.,222,"Intentional omission to apprehend on the part of A public servant bound by law to apprehend person under sentence of a court of Justice, If under sentence of death",auto,"matched via content overlap: apprehend, bound, intentional"
ipc_to_bns,261,Escape from confinement or custody negligently suffered by public servant.,223,Escape from confinement negligently suffered by a public servant,auto,"matched via content overlap: confinement, escape, from"
ipc_to_bns,262,Resistance or obstruction by a person to his lawful apprehension.,224,Resistance or obstruction by a person to his lawful apprehension,auto,"matched via content overlap: apprehension, lawful, obstruction"
ipc_to_bns,263,Resistance or obstruction to lawful apprehension of another person.,225,"Resistance or obstruction to the lawful apprehension of any person, or, rescuing him from lawful custody",auto,"matched via content overlap: apprehension, custody, from"
ipc_to_bns,264,"Omission to apprehend, or sufferance of escape, on part of public servant, in cases not otherwise provided for",225a,"Omission to apprehend, or sufferance of escape on part of public servant, in cases not otherwise provided for, In case of intentional omission or sufferance",auto,"matched via content overlap: apprehend, escape, omission"
ipc_to_bns,265,Resistance or obstruction to lawful apprehension or escape or rescue in cases not otherwise provided for.,225b,"Resistance or obstruction to lawful apprehension, or escape or rescue in cases not otherwise provided for",auto,"matched via content overlap: apprehension, escape, lawful"
ipc_to_bns,351,Criminal intimidation.,226,"Repealed by the Code of Criminal Procedure (Amendment) Act, 1955 (26 of 1955), s. 117 a...",auto,matched via content overlap: criminal
ipc_to_bns,266,Violation of condition of remission of punishment.,227,Violation of condition of remission of punishment,auto,"matched via content overlap: condition, remission, violation"
ipc_to_bns,267,Intentional insult or interruption to public servant sitting in judicial proceeding.,228,Intentional insult or interruption to a public servant sitting in any stage of a judicial proceeding,auto,"matched via content overlap: insult, intentional, interruption"
ipc_to_bns,72,"Disclosure of identity of victim of certain offences, etc.",228a,"Disclosure of identity of the victim of certain offences, etc.",auto,"matched via content overlap: disclosure, identity, victim"
ipc_to_bns,319,Cheating by personation.,229,Personation of a juror or assessor,auto,matched via shared concepts: personation
ipc_to_bns,269,Failure by person released on bail bond or bond to appear in Court.,229a,Failure by person released on bail or bond to appear in Court,auto,"matched via content overlap: appear, bail, bond"
ipc_to_bns,126,Wrongful restraint.,23,“Wrongful gain”,auto,matched via content overlap: wrongful
ipc_to_bns,178,"Counterfeiting coin, Government stamps, currency-notes or bank-notes.",230,"Coin — Coin is metal used for the time being as money, and stamped and issued by the au...",auto,matched via shared concepts: counterfeiting
ipc_to_bns,181,"Making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency-notes or bank-notes.",231,"Counterfeiting, or performing any part of the process of counterfeiting coin",auto,matched via shared concepts: counterfeiting
ipc_to_bns,181,"Making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency-notes or bank-notes.",232,"Counterfeiting, or performing any part of the process of counterfeiting coin",auto,matched via shared concepts: counterfeiting
ipc_to_bns,181,"Making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency-notes or bank-notes.",233,"Making, buying or selling instrument for the purpose of counterfeiting coin",auto,matched via shared concepts: counterfeiting
ipc_to_bns,181,"Making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency-notes or bank-notes.",234,"Making, buying or selling instrument for the purpose of counterfeiting Indian coin",auto,matched via shared concepts: counterfeiting
ipc_to_bns,181,"Making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency-notes or bank-notes.",235,Possession of instrument or material for the purpose of using the same for counterfeiting coin,auto,matched via shared concepts: counterfeiting
ipc_to_bns,181,"Making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency-notes or bank-notes.",236,"Abetting, in India, the counterfeiting, out of India, of coin",auto,matched via shared concepts: counterfeiting
ipc_to_bns,180,"Possession of forged or counterfeit coin, Government stamp, currency-notes or bank-notes.",237,"Import or export of counterfeit coin, knowing the same to be counterfeit",auto,matched via shared concepts: counterfeiting
ipc_to_bns,180,"Possession of forged or counterfeit coin, Government stamp, currency-notes or bank-notes.",238,"Import or export of counterfeit of Indian coin, knowing the same to be counterfeit",auto,matched via shared concepts: counterfeiting
ipc_to_bns,180,"Possession of forged or counterfeit coin, Government stamp, currency-notes or bank-notes.",239,"Having any counterfeit coin known to be such when it came into possession, and delivering, etc., the same to any person",auto,matched via shared concepts: counterfeiting
ipc_to_bns,2,Definitions,24,“Dishonestly”,manual,manual mapping: IPC definition (dishonestly) → BNS §2 Definitions
ipc_to_bns,180,"Possession of forged or counterfeit coin, Government stamp, currency-notes or bank-notes.",240,Same with respect to Indian coin,auto,matched via shared concepts: counterfeiting
ipc_to_bns,179,"Using as genuine, forged or counterfeit coin, Government stamp, currency-notes or bank-notes.",241,"Knowingly delivering to another any counterfeit coin as genuine, which, when first possessed, the deliverer did not know to be counterfeit",auto,matched via shared concepts: counterfeiting
ipc_to_bns,180,"Possession of forged or counterfeit coin, Government stamp, currency-notes or bank-notes.",242,Possession of counterfeit coin by a person who knew it to be counterfeit when he became possessed thereof,auto,matched via shared concepts: counterfeiting
ipc_to_bns,180,"Possession of forged or counterfeit coin, Government stamp, currency-notes or bank-notes.",243,Possession of Indian coin by a person who knew it to be counterfeit when he became possessed thereof,auto,matched via shared concepts: counterfeiting
ipc_to_bns,187,Person employed in mint causing coin to be of different weight or composition from that fixed by law.,244,Person employed in a Mint causing coin to be of a different weight or composition from that fixed by law,auto,matched via shared concepts: counterfeiting
ipc_to_bns,188,Unlawfully taking coining instrument from mint.,245,Unlawfully taking from a Mint any coining instrument,auto,matched via shared concepts: counterfeiting
ipc_to_bns,187,Person employed in mint causing coin to be of different weight or composition from that fixed by law.,246,Fraudulently diminishing the weight or altering the composition of any coin,auto,matched via shared concepts: counterfeiting
ipc_to_bns,187,Person employed in mint causing coin to be of different weight or composition from that fixed by law.,247,Fraudulently diminishing the weight or altering the composition of Indian coin,auto,matched via shared concepts: counterfeiting
ipc_to_bns,180,"Possession of forged or counterfeit coin, Government stamp, currency-notes or bank-notes.",248,Altering appearance of any coin with intent that it shall pass as a coin of a different description,auto,matched via shared concepts: counterfeiting
ipc_to_bns,180,"Possession of forged or counterfeit coin, Government stamp, currency-notes or bank-notes.",249,Altering appearance of Indian coin with intent that it shall pass as a coin of a different description,auto,matched via shared concepts: counterfeiting
ipc_to_bns,2,Definitions,25,“Fraudulently”,manual,manual mapping: IPC definition (fraudulently) → BNS §2 Definitions
ipc_to_bns,187,Person employed in mint causing coin to be of different weight or composition from that fixed by law.,250,Delivery to another of coin possessed with the knowledge that it is altered,auto,matched via shared concepts: counterfeiting
ipc_to_bns,187,Person employed in mint causing coin to be of different weight or composition from that fixed by law.,251,Delivery of Indian coin possessed with the knowledge that it is altered,auto,matched via shared concepts: counterfeiting
ipc_to_bns,180,"Possession of forged or counterfeit coin, Government stamp, currency-notes or bank-notes.",252,Possession of altered coin by a person who knew it to be altered when he became possessed thereof,auto,matched via shared concepts: counterfeiting
ipc_to_bns,180,"Possession of forged or counterfeit coin, Government stamp, currency-notes or bank-notes.",253,Possession of Indian coin by a person who knew it to be altered when he became possessed thereof,auto,matched via shared concepts: counterfeiting
ipc_to_bns,179,"Using as genuine, forged or counterfeit coin, Government stamp, currency-notes or bank-notes.",254,"Delivery to another of coin as genuine which, when first possessed, the deliverer did not know to be altered",auto,matched via shared concepts: counterfeiting
ipc_to_bns,181,"Making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency-notes or bank-notes.",255,Counterfeiting a Government stamp,auto,matched via shared concepts: counterfeiting
ipc_to_bns,181,"Making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency-notes or bank-notes.",256,Having possession of an instrument or material for the purpose of counterfeiting a Government stamp,auto,matched via shared concepts: counterfeiting
ipc_to_bns,181,"Making or possessing instruments or materials for forging or counterfeiting coin, Government stamp, currency-notes or bank-notes.",257,"Making, buying or selling instrument for the purpose of counterfeiting a Government stamp",auto,matched via shared concepts: counterfeiting
ipc_to_bns,180,"Possession of forged or counterfeit coin, Government stamp, currency-notes or bank-notes.",258,Sale of counterfeit Government stamp,auto,matched via shared concepts: counterfeiting
ipc_to_bns,180,"Possession of forged or counterfeit coin, Government stamp, currency-notes or bank-notes.",259,Having possession of a counterfeit Government stamp,auto,matched via shared concepts: counterfeiting
ipc_to_bns,2,Definitions,26,“Reason to believe ”,manual,manual mapping: IPC definition (reason to believe) → BNS §2 Definitions
ipc_to_bns,179,"Using as genuine, forged or counterfeit coin, Government stamp, currency-notes or bank-notes.",260,Using as genuine a Government stamp known to be counterfeit,auto,matched via shared concepts: counterfeiting
ipc_to_bns,183,"Effacing writing from substance bearing Government stamp, or removing from document a stamp used for it, with intent to cause loss to Government.",261,"Effacing any writing from a substance bearing a Government stamp, or removing from a document a stamp used for it, with intent to cause a loss to Government",auto,matched via shared concepts: counterfeiting
ipc_to_bns,184,Using Government stamp known to have been before used.,262,Using a Government stamp known to have been before used,auto,matched via shared concepts: counterfeiting
ipc_to_bns,185,Erasure of mark denoting that stamp has been used.,263,Erasure of mark denoting that stamps have been used,auto,matched via shared concepts: counterfeiting
ipc_to_bns,186,Prohibition of fictitious stamps.,263a,Fictitious stamps,auto,matched via shared concepts: counterfeiting
ipc_to_bns,229,Punishment for false evidence.,264,Fraudulent use of false instrument for weighing,auto,matched via content overlap: false
ipc_to_bns,322,Dishonest or fraudulent execution of deed of transfer containing false statement of consideration.,265,Fraudulent use of false weight or measure,auto,"matched via content overlap: false, fraudulent"
ipc_to_bns,229,Punishment for false evidence.,266,Being in possession of false weights or measures for fraudulent use,auto,matched via content overlap: false
ipc_to_bns,229,Punishment for false evidence.,267,Making or selling false weights or measures for fraudulent use,auto,matched via content overlap: false
ipc_to_bns,270,Public nuisance.,268,A person is guilty of a public nuisance who does any act or is guilty of an illegal omi...,auto,matched via shared concepts: public-nuisance
ipc_to_bns,271,Negligent act likely to spread infection of disease dangerous to life.,269,Negligently doing any act known to be likely to spread infection of any disease dangerous to life,auto,"matched via content overlap: dangerou, disease, infection"
ipc_to_bns,317,Stolen property.,27,"“Property in possession of wife, clerk or servant ”",auto,matched via content overlap: property
ipc_to_bns,272,Malignant act likely to spread infection of disease dangerous to life.,270,Malignantly doing any act known to be likely to spread infection of any disease dangerous to life,auto,"matched via content overlap: dangerou, disease, infection"
ipc_to_bns,279,Fouling water of public spring or reservoir.,271,Knowingly disobeying any quarantine rule,auto,matched via shared concepts: public-nuisance
ipc_to_bns,274,Adulteration of food or drink intended for sale.,272,"Adulterating food or drink intended for sale, so as to make the same noxious",auto,matched via shared concepts: adulteration
ipc_to_bns,275,Sale of noxious food or drink.,273,"Selling any food or drink as food and drink, knowing the same to be noxious",auto,matched via shared concepts: adulteration
ipc_to_bns,274,Adulteration of food or drink intended for sale.,274,"Adulterating any drug or medical preparation intended for sale so as to lessen its efficacy, or to change its operation, or to make it noxious",auto,matched via shared concepts: adulteration
ipc_to_bns,278,Sale of drug as a different drug or preparation.,275,Offering for sale or issuing from a dispensary any drug or medical preparation known to have been adulterated,auto,matched via shared concepts: adulteration
ipc_to_bns,278,Sale of drug as a different drug or preparation.,276,Knowingly selling or issuing from a dispensary any drug or medical preparation as a different drug or medical preparation,auto,"matched via content overlap: different, drug, preparation"
ipc_to_bns,279,Fouling water of public spring or reservoir.,277,Defiling the water of a public spring or reservoir,auto,matched via shared concepts: public-nuisance
ipc_to_bns,280,Making atmosphere noxious to health.,278,Making atmosphere noxious to health,auto,matched via shared concepts: public-nuisance
ipc_to_bns,285,Danger or obstruction in public way or line of navigation.,279,"Driving or riding on a public way so rashly or negligently as to endanger human life, etc.",auto,matched via shared concepts: public-nuisance
ipc_to_bns,178,"Counterfeiting coin, Government stamps, currency-notes or bank-notes.",28,“Counterfeit”,auto,matched via content overlap: counterfeit
ipc_to_bns,279,Fouling water of public spring or reservoir.,280,"Navigating any vessel so rashly or negligently as to endanger human life, etc.",auto,matched via shared concepts: public-nuisance
ipc_to_bns,283,"Exhibition of false light, mark or buoy.",281,"Exhibition of a false light, mark or buoy",auto,"matched via content overlap: buoy, exhibition, false"
ipc_to_bns,284,Conveying person by water for hire in unsafe or overloaded vessel.,282,"Conveying for hire any person by water, in a vessel in such a state, or so loaded, as to endanger his life",auto,"matched via content overlap: convey, hire, vessel"
ipc_to_bns,285,Danger or obstruction in public way or line of navigation.,283,"Causing danger, obstruction or, injury in any public way or line of navigation",auto,matched via shared concepts: public-nuisance
ipc_to_bns,286,Negligent conduct with respect to poisonous substance.,284,"Dealing with any poisonous substance so as to endanger human life, etc.",auto,"matched via content overlap: poisonou, substance"
ipc_to_bns,287,Negligent conduct with respect to fire or combustible matter.,285,"Dealing with fire or any combustible matter so as to endanger human life, etc.",auto,"matched via content overlap: combustible, fire, matter"
ipc_to_bns,288,Negligent conduct with respect to explosive substance.,286,So dealing with any explosive substance,auto,"matched via content overlap: explosive, substance"
ipc_to_bns,279,Fouling water of public spring or reservoir.,287,So dealing with any machinery,auto,matched via shared concepts: public-nuisance
ipc_to_bns,285,Danger or obstruction in public way or line of navigation.,288,A person omitting to guard against probable danger to human life by the fall of any building over which he has a right entitling him to pull it down or repair it,auto,matched via shared concepts: public-nuisance
ipc_to_bns,121,Voluntarily causing hurt or grievous hurt to deter public servant from his duty,289,"A person omitting to take order with any animal in his possession, so as to guard against danger to human life, or of grievous hurt, from such animal",auto,"matched via content overlap: from, grievou, hurt"
ipc_to_bns,335,Making a false document.,29,“Document”,auto,matched via content overlap: document
ipc_to_bns,292,Punishment for public nuisance in cases not otherwise provided for.,290,Committing a public nuisance,auto,matched via shared concepts: public-nuisance
ipc_to_bns,293,Continuance of nuisance after injunction to discontinue.,291,Committing a nuisance after injunction to discontinue,auto,matched via shared concepts: public-nuisance
ipc_to_bns,294,"Sale, etc., of obscene books, etc.",292,"Sale, etc., of obscene books, etc.",auto,matched via shared concepts: obscenity
ipc_to_bns,295,"Sale, etc., of obscene objects to child.",293,"Sale etc., of obscene objects to young persons",auto,matched via shared concepts: obscenity
ipc_to_bns,296,Obscene acts and songs.,294,Obscene Songs,auto,"matched via content overlap: obscene, song"
ipc_to_bns,297,Keeping lottery office.,294a,Keeping a lottery office,auto,"matched via content overlap: keep, lottery, office"
ipc_to_bns,298,Injuring or defiling place of worship with intent to insult religion of any class.,295,"Destroying, damaging or defiling a place of worship or sacred object with intent to insult the religion of any class of persons",auto,matched via shared concepts: offences-against-religion
ipc_to_bns,299,"Deliberate and malicious acts, intended to outrage religious feelings of any class by insulting its religion or religious beliefs.",295a,Maliciously insulting the religions or the religious beliefs of any class,auto,matched via shared concepts: offences-against-religion
ipc_to_bns,300,Disturbing religious assembly.,296,Causing a disturbance to an assembly engaged in religious worship,auto,matched via shared concepts: offences-against-religion
ipc_to_bns,298,Injuring or defiling place of worship with intent to insult religion of any class.,297,"Trespassing in place of worship or sepulchre, disturbing funeral with intention to wound the feeling or to insult the religion of any person, or offering indignity to a human corpse",auto,matched via shared concepts: offences-against-religion
ipc_to_bns,302,"Uttering words, etc., with deliberate intent to wound religious feelings of any person.",298,"Uttering any word or making any sound in the hearing or making any gesture, or placing any object in the sight of any person, with intention to wound his religious feelings",auto,matched via shared concepts: offences-against-religion
ipc_to_bns,100,Culpable homicide.,299,Causes death by doing an act with the intention of causing death,auto,matched via shared concepts: culpable-homicide
ipc_to_bns,340,Forged document or electronic record and using it as genuine.,29a,Electronic record,auto,"matched via content overlap: electronic, record"
ipc_to_bns,2,Definitions,30,“Valuable security”,manual,manual mapping: IPC definition (valuable security) → BNS §2 Definitions
ipc_to_bns,101,Murder.,300,"Except in the cases hereinafter excepted, culpable homicide is murder, if the act by wh...",auto,matched via shared concepts: murder
ipc_to_bns,103,Punishment for murder.,302,Murder,auto,matched via shared concepts: murder
ipc_to_bns,104,Punishment for murder by life-convict,303,Murder by a person under Sentence of imprisonment for life,auto,matched via shared concepts: murder
ipc_to_bns,92,Causing death of quick unborn child by act amounting to culpable homicide.,304,"Culpable homicide not amounting to murder, If act by which the death is caused is done with intention of causing death, etc.",auto,"matched via content overlap: amount, culpable, death"
ipc_to_bns,92,Causing death of quick unborn child by act amounting to culpable homicide.,304a,Causing death by rash or negligent act,auto,matched via content overlap: death
ipc_to_bns,80,Dowry death.,304b,Dowry death,auto,"matched via content overlap: death, dowry"
ipc_to_bns,107,Abetment of suicide of child or person of unsound mind.,305,"Abetment of suicide committed by child or insane or delirious person or an idiot, or a person intoxicated",auto,"matched via content overlap: abetment, child, deliriou"
ipc_to_bns,108,Abetting commission of offence by public or by more than ten persons.,306,Abetting the Commission of suicide,manual,manual correction: Abetting commission of suicide -> BNS §108
ipc_to_bns,109,Attempt to murder.,307,Attempt to murder,auto,matched via shared concepts: murder
ipc_to_bns,110,Attempt to commit culpable homicide.,308,Attempt to commit culpable homicide,auto,"matched via content overlap: attempt, culpable, homicide"
ipc_to_bns,226,Attempt to commit suicide to compel or restrain exercise of lawful power.,309,Attempt to commit suicide,auto,"matched via content overlap: attempt, suicide"
ipc_to_bns,2,Definitions,31,“A will”,manual,manual mapping: IPC definition (a will) → BNS §2 Definitions
ipc_to_bns,111,Organised crime.,311,OffencePunishment,manual,manual mapping: thug → organised crime syndicate
ipc_to_bns,88,Causing miscarriage.,312,Causing miscarriage,auto,matched via shared concepts: miscarriage
ipc_to_bns,89,Causing miscarriage without woman's consent.,313,Causing miscarriage without womanâ€™s consent,auto,"matched via content overlap: consent, miscarriage, without"
ipc_to_bns,90,Death caused by act done with intent to cause miscarriage.,314,Death caused by an act done with intent to cause miscarriage,auto,"matched via content overlap: death, miscarriage"
ipc_to_bns,91,Act done with intent to prevent child being born alive or to cause to die after birth.,315,"Act done with intent to prevent a child being born alive, or to cause it to die after its birth",auto,"matched via content overlap: after, alive, being"
ipc_to_bns,92,Causing death of quick unborn child by act amounting to culpable homicide.,316,Causing death of a quick unborn child by an act amounting to culpable homicide,auto,"matched via content overlap: amount, child, culpable"
